50001 	 Я眞74 	 0 	 0 	 0 	 0 	 なし
50002 	 リョ～ 	 0 	 0 	 0 	 0 	 男性 - 山梨県
50003 	 hiromu70 	 0 	 0 	 0 	 0 	 なし
50004 	 早番 	 0 	 0 	 0 	 0 	 なし
50005 	 紋乃丞 	 0 	 0 	 0 	 0 	 なし
50006 	 kyoichi 	 0 	 0 	 0 	 0 	 なし
50007 	 ayano 	 2 	 2 	 0 	 0 	 なし
50008 	 虎トラ 	 0 	 0 	 0 	 0 	 なし
50009 	 タコスケ 	 0 	 0 	 0 	 0 	 なし
50010 	 ラッキー 	 0 	 0 	 0 	 0 	 なし
50011 	 RCYATA 	 0 	 0 	 0 	 0 	 埼玉県
50012 	 たーちゃん 	 0 	 0 	 0 	 0 	 なし
50013 	 koishi1127 	 0 	 0 	 0 	 0 	 埼玉県
50014 	 ちょっちー 	 0 	 0 	 0 	 0 	 なし
50015 	 お味噌シル 	 0 	 0 	 0 	 0 	 なし
50016 	 卒業式の空 	 0 	 0 	 0 	 0 	 なし
50017 	 さとし 	 0 	 0 	 0 	 0 	 なし
50018 	 min 	 0 	 0 	 0 	 0 	 なし
50019 	 おんぶ 	 0 	 0 	 0 	 0 	 なし
50020 	 niko 	 1 	 1 	 0 	 0 	 なし
50021 	 WW99 	 0 	 0 	 1 	 0 	 なし
50022 	 ピッチクリン 	 0 	 0 	 0 	 0 	 なし
50023 	 daitoku2 	 1 	 1 	 0 	 0 	 なし
50024 	 リリー 	 0 	 0 	 0 	 0 	 なし
50025 	 パパちゃん 	 0 	 0 	 0 	 0 	 なし
50027 	 のり 	 0 	 0 	 0 	 0 	 なし
50028 	 あひゃひゃひゃ 	 0 	 0 	 0 	 0 	 なし
50029 	 とんこつしょうゆに辛子味噌 	 0 	 0 	 0 	 0 	 なし
50030 	 みつか 	 0 	 0 	 0 	 0 	 なし
50031 	 nikke 	 0 	 0 	 0 	 0 	 なし
50032 	 Kick 	 0 	 0 	 0 	 0 	 なし
50033 	 なかなか 	 0 	 0 	 0 	 0 	 なし
50034 	 付け麺 	 0 	 0 	 0 	 0 	 なし
50035 	 しん 	 0 	 0 	 0 	 0 	 なし
50036 	 ビンゴ３６３６ 	 0 	 0 	 0 	 0 	 男性 - 東京都
50037 	 ひでまる 	 0 	 0 	 0 	 0 	 男性 - 東京都 (1972年生まれ)
50038 	 たろ 	 0 	 0 	 0 	 0 	 なし
50039 	 ひげトラ 	 0 	 0 	 0 	 0 	 なし
50040 	 たろー 	 0 	 0 	 0 	 0 	 なし
50041 	 RYU-D 	 1 	 1 	 0 	 0 	 なし
50042 	 ぽんぽこぴー 	 0 	 0 	 0 	 0 	 なし
50043 	 shin 	 0 	 0 	 0 	 0 	 なし
50045 	 yass5578 	 0 	 0 	 0 	 0 	 なし
50046 	 かた吉 	 0 	 0 	 0 	 0 	 なし
50047 	 サガット 	 0 	 0 	 0 	 0 	 なし
50048 	 yr4t-wtnb 	 0 	 0 	 0 	 0 	 なし
50049 	 ロワグリ 	 1 	 1 	 0 	 0 	 なし
50050 	 ひできち 	 0 	 0 	 0 	 0 	 なし
50051 	 きく 	 0 	 0 	 0 	 0 	 なし
50052 	 non 	 3 	 3 	 0 	 0 	 なし
50053 	 麺造 	 0 	 0 	 0 	 0 	 なし
50054 	 まい 	 49 	 25 	 0 	 3 	 なし
50055 	 winds.away 	 0 	 0 	 0 	 0 	 なし
50056 	 yanhee 	 0 	 0 	 0 	 0 	 なし
50057 	 yo-c 	 0 	 0 	 0 	 0 	 なし
50058 	 チャーリー夫人 	 20 	 17 	 0 	 9 	 神奈川県
50059 	 えびちゃん 	 0 	 0 	 0 	 0 	 男性 - 東京都
50060 	 カオリン 	 0 	 0 	 0 	 0 	 なし
50061 	 みちのく拉麺マン 	 1 	 1 	 0 	 0 	 なし
50062 	 a-chan 	 0 	 0 	 0 	 0 	 なし
50063 	 ずうかあ 	 0 	 0 	 0 	 0 	 なし
50064 	 zunowロード 	 0 	 0 	 0 	 0 	 なし
50065 	 かとうすずき 	 0 	 0 	 0 	 0 	 なし
50066 	 リャン・スー 	 1 	 1 	 0 	 0 	 なし
50067 	 居眠り紋蔵 	 0 	 0 	 0 	 0 	 なし
50068 	 kinaco 	 0 	 0 	 0 	 0 	 なし
50069 	 hosuke999 	 0 	 0 	 0 	 0 	 なし
50070 	 けんた 	 0 	 0 	 0 	 0 	 なし
50071 	 むむ 	 8 	 8 	 0 	 0 	 なし
50072 	 MIT$U 	 3 	 3 	 0 	 0 	 男性 - 埼玉県
50073 	 shf203 	 0 	 0 	 0 	 0 	 なし
50074 	 オカワリくん 	 0 	 0 	 0 	 0 	 なし
50075 	 きくちたくや 	 0 	 0 	 0 	 0 	 なし
50076 	 かぶ 	 3 	 3 	 0 	 0 	 なし
50077 	 sakuramama 	 2 	 2 	 0 	 0 	 なし
50078 	 なをすけ 	 0 	 0 	 0 	 0 	 なし
50079 	 kiu 	 0 	 0 	 0 	 0 	 なし
50080 	 ろうと 	 0 	 0 	 0 	 0 	 なし
50081 	 samohan 	 0 	 0 	 0 	 0 	 なし
50082 	 やまちゃん 	 0 	 0 	 0 	 0 	 なし
50083 	 ほっとろーど 	 0 	 0 	 0 	 0 	 なし
50084 	 onuking 	 0 	 0 	 0 	 0 	 なし
50085 	 まーちゃん 	 0 	 0 	 0 	 0 	 なし
50086 	 。。。 	 0 	 0 	 0 	 0 	 なし
50087 	 バービーバニー 	 0 	 0 	 0 	 0 	 なし
50088 	 xyz 	 0 	 0 	 0 	 0 	 なし
50089 	 まっさるん 	 10 	 7 	 0 	 1 	 なし
50090 	 zuityo 	 5 	 5 	 0 	 0 	 男性 - 埼玉県 (1967年生まれ)
50091 	 taro.ramen 	 15 	 15 	 0 	 0 	 なし
